1.0,0.5,0.0
3.5,0.5,90.0
3.5,1.5,180.0
2.5,1.5,90.0
2.5,2.5,180.0
0.5,2.5,0.0
7.5,2.5,90.0
7.5,3.5,180.0
0.5,3.5,90.0
0.5,4.5,0.0
7.5,4.5,90.0
4.5,7.5,90.0
3.5,7.5,180.0
3.5,4.5,-90.0
1.0,1.0,0.0
